User_ID,Alcohol_YN
120,1.0
126,1.0
624,1.0
915,1.0
1168,1.0
3177,1.0
3427,1.0
3529,1.0
3997,1.0
4219,1.0
4362,1.0
5141,1.0
5332,1.0
5450,1.0
5597,1.0
7008,1.0
7405,1.0
7649,1.0
7682,1.0
8372,1.0
8737,1.0
9154,1.0
9780,1.0
11687,1.0
11704,1.0
11802,1.0
12009,1.0
12181,1.0
12227,1.0
12343,1.0
12647,1.0
12948,1.0
14849,1.0
14866,1.0
15329,1.0
15830,1.0
16693,1.0
16733,1.0
16763,1.0
16901,1.0
17229,1.0
17544,1.0
18133,1.0
18203,1.0
19475,1.0
20039,1.0
20231,1.0
20252,1.0
21032,1.0
22320,1.0
22605,1.0
22945,1.0
23169,1.0
23585,1.0
23684,1.0
23783,1.0
24242,1.0
24783,1.0
26458,1.0
27611,1.0
27726,1.0
27787,1.0
27970,1.0
28118,1.0
28451,1.0
28554,1.0
29919,1.0
30301,1.0
30515,1.0
31112,1.0
31359,1.0
31514,1.0
32203,1.0
33026,1.0
33141,1.0
33193,1.0
34039,1.0
34863,1.0
35011,1.0
36794,1.0
36931,1.0
37259,1.0
37784,1.0
38540,1.0
38654,1.0
39801,1.0
40831,1.0
41227,1.0
41873,1.0
42046,1.0
42250,1.0
42312,1.0
42637,1.0
43427,1.0
43527,1.0
43579,1.0
43847,1.0
44216,1.0
45185,1.0
45327,1.0
45697,1.0
45780,1.0
45912,1.0
46198,1.0
46205,1.0
46385,1.0
46464,1.0
46611,1.0
46899,1.0
47135,1.0
47548,1.0
47723,1.0
47834,1.0
48031,1.0
48105,1.0
48222,1.0
48339,1.0
48952,1.0
48989,1.0
49981,1.0
51511,1.0
51637,1.0
51639,1.0
51659,1.0
52043,1.0
52655,1.0
52725,1.0
53062,1.0
53390,1.0
53588,1.0
53611,1.0
54195,1.0
54955,1.0
55482,1.0
55976,1.0
56401,1.0
56411,1.0
57123,1.0
57538,1.0
58556,1.0
58732,1.0
59350,1.0
61008,1.0
62487,1.0
62548,1.0
62631,1.0
62672,1.0
63976,1.0
64300,1.0
64535,1.0
65466,1.0
65820,1.0
67503,1.0
67589,1.0
70465,1.0
71087,1.0
72210,1.0
72993,1.0
73836,1.0
74313,1.0
75000,1.0
75098,1.0
75739,1.0
75818,1.0
76171,1.0
76629,1.0
77133,1.0
78084,1.0
78148,1.0
78743,1.0
78870,1.0
79194,1.0
79275,1.0
79730,1.0
79921,1.0
80166,1.0
80357,1.0
81268,1.0
81671,1.0
82126,1.0
82238,1.0
82573,1.0
82763,1.0
83166,1.0
83269,1.0
84082,1.0
85149,1.0
85445,1.0
85855,1.0
85935,1.0
87415,1.0
88157,1.0
89183,1.0
89484,1.0
89778,1.0
90395,1.0
90493,1.0
90632,1.0
91517,1.0
91870,1.0
92550,1.0
95173,1.0
95184,1.0
95363,1.0
95434,1.0
96283,1.0
96373,1.0
97044,1.0
98111,1.0
99477,1.0
99617,1.0
99744,1.0
100112,1.0
100294,1.0
102216,1.0
102301,1.0
102393,1.0
103221,1.0
103588,1.0
103643,1.0
104285,1.0
105354,1.0
105864,1.0
106496,1.0
106640,1.0
107730,1.0
107734,1.0
107771,1.0
108715,1.0
108918,1.0
108946,1.0
109306,1.0
111738,1.0
112342,1.0
112455,1.0
113165,1.0
113704,1.0
114385,1.0
114829,1.0
114866,1.0
115460,1.0
115513,1.0
116646,1.0
117115,1.0
117683,1.0
118824,1.0
119481,1.0
119583,1.0
119697,1.0
119800,1.0
119907,1.0
120937,1.0
120977,1.0
121440,1.0
121872,1.0
122563,1.0
123610,1.0
123611,1.0
124266,1.0
124438,1.0
124532,1.0
125823,1.0
125832,1.0
126503,1.0
127580,1.0
127588,1.0
127705,1.0
128675,1.0
128788,1.0
129601,1.0
129863,1.0
129954,1.0
130119,1.0
130539,1.0
130911,1.0
131276,1.0
132529,1.0
132612,1.0
132812,1.0
132863,1.0
134041,1.0
135945,1.0
136152,1.0
136609,1.0
136627,1.0
136918,1.0
137230,1.0
137734,1.0
137879,1.0
137887,1.0
138367,1.0
138443,1.0
139573,1.0
140002,1.0
140025,1.0
140423,1.0
140927,1.0
141771,1.0
142821,1.0
142874,1.0
142916,1.0
143173,1.0
143502,1.0
143755,1.0
144080,1.0
144388,1.0
144426,1.0
144924,1.0
145423,1.0
145545,1.0
145950,1.0
146328,1.0
146630,1.0
147200,1.0
147701,1.0
148320,1.0
148854,1.0
149040,1.0
149175,1.0
149250,1.0
149462,1.0
149515,1.0
149671,1.0
149766,1.0
150222,1.0
150401,1.0
150652,1.0
151304,1.0
152253,1.0
153586,1.0
154296,1.0
154688,1.0
154768,1.0
154961,1.0
154965,1.0
156775,1.0
157383,1.0
157875,1.0
158138,1.0
158185,1.0
159855,1.0
160172,1.0
160233,1.0
160253,1.0
160645,1.0
160778,1.0
161505,1.0
161754,1.0
162799,1.0
162888,1.0
162910,1.0
163245,1.0
163991,1.0
164664,1.0
165330,1.0
165392,1.0
165410,1.0
165878,1.0
166278,1.0
166356,1.0
167503,1.0
167669,1.0
167909,1.0
168133,1.0
169568,1.0
169759,1.0
170408,1.0
170750,1.0
170851,1.0
171737,1.0
171792,1.0
172503,1.0
173123,1.0
173630,1.0
173826,1.0
174712,1.0
174734,1.0
175324,1.0
175375,1.0
175840,1.0
175922,1.0
176009,1.0
176053,1.0
176473,1.0
177309,1.0
177687,1.0
178351,1.0
178486,1.0
178573,1.0
179548,1.0
180014,1.0
180625,1.0
181059,1.0
181177,1.0
181329,1.0
182891,1.0
183015,1.0
184455,1.0
184529,1.0
184939,1.0
184973,1.0
185618,1.0
185729,1.0
186316,1.0
186382,1.0
187339,1.0
187573,1.0
187758,1.0
187800,1.0
187810,1.0
188193,1.0
188259,1.0
189366,1.0
189726,1.0
190174,1.0
193006,1.0
194322,1.0
195191,1.0
195672,1.0
196026,1.0
196325,1.0
197414,1.0
199186,1.0
199493,1.0
200758,1.0
200871,1.0
201119,1.0
201358,1.0
201497,1.0
202360,1.0
202375,1.0
202966,1.0
202993,1.0
203021,1.0
203124,1.0
203738,1.0
203776,1.0
204253,1.0
205444,1.0
206136,1.0
206749,1.0
207716,1.0
207966,1.0
208094,1.0
208739,1.0
209140,1.0
209374,1.0
210333,1.0
210668,1.0
210782,1.0
210815,1.0
210864,1.0
212097,1.0
212569,1.0
212797,1.0
212876,1.0
213383,1.0
213644,1.0
214556,1.0
214785,1.0
215034,1.0
215056,1.0
215101,1.0
215194,1.0
215771,1.0
216280,1.0
216981,1.0
217259,1.0
217587,1.0
218443,1.0
219000,1.0
219104,1.0
219502,1.0
219707,1.0
220404,1.0
221381,1.0
223412,1.0
223586,1.0
223605,1.0
224124,1.0
224491,1.0
225191,1.0
225209,1.0
225685,1.0
225705,1.0
225880,1.0
226677,1.0
226985,1.0
227905,1.0
228090,1.0
229101,1.0
229342,1.0
229739,1.0
231821,1.0
231850,1.0
232198,1.0
232763,1.0
232860,1.0
232893,1.0
233031,1.0
233274,1.0
235104,1.0
235782,1.0
237273,1.0
237767,1.0
237950,1.0
238027,1.0
238036,1.0
238417,1.0
238999,1.0
239654,1.0
239681,1.0
241090,1.0
244560,1.0
245054,1.0
245954,1.0
245955,1.0
246383,1.0
246438,1.0
248403,1.0
248491,1.0
249159,1.0
249398,1.0
249708,1.0
249920,1.0
250311,1.0
250620,1.0
251431,1.0
251567,1.0
252555,1.0
253106,1.0
253858,1.0
253943,1.0
254032,1.0
254037,1.0
254929,1.0
255081,1.0
255459,1.0
255535,1.0
255689,1.0
257562,1.0
257902,1.0
258308,1.0
258483,1.0
259014,1.0
260193,1.0
261698,1.0
261925,1.0
262251,1.0
262414,1.0
262628,1.0
262640,1.0
262799,1.0
263534,1.0
263578,1.0
264408,1.0
265293,1.0
266773,1.0
266939,1.0
267760,1.0
268041,1.0
269185,1.0
269419,1.0
270018,1.0
270377,1.0
271184,1.0
271218,1.0
271518,1.0
271535,1.0
271601,1.0
271707,1.0
272123,1.0
272625,1.0
273350,1.0
273514,1.0
273912,1.0
274544,1.0
275568,1.0
275988,1.0
276636,1.0
278628,1.0
278871,1.0
279590,1.0
279936,1.0
280116,1.0
280343,1.0
280589,1.0
280704,1.0
281567,1.0
281919,1.0
282279,1.0
282353,1.0
282465,1.0
282571,1.0
282629,1.0
283980,1.0
284074,1.0
285896,1.0
286737,1.0
287100,1.0
287282,1.0
287499,1.0
288582,1.0
289175,1.0
289234,1.0
289549,1.0
289908,1.0
289975,1.0
290928,1.0
291379,1.0
291595,1.0
291986,1.0
292570,1.0
292981,1.0
293046,1.0
293050,1.0
293848,1.0
294588,1.0
294795,1.0
295334,1.0
296041,1.0
296480,1.0
297884,1.0
298358,1.0
298685,1.0
299509,1.0
299584,1.0
300158,1.0
300328,1.0
300375,1.0
301074,1.0
301698,1.0
301749,1.0
301886,1.0
302221,1.0
304187,1.0
304302,1.0
304737,1.0
304772,1.0
305890,1.0
306561,1.0
307178,1.0
307864,1.0
308585,1.0
308786,1.0
309006,1.0
309804,1.0
309906,1.0
310152,1.0
310182,1.0
311546,1.0
313090,1.0
314690,1.0
314850,1.0
314954,1.0
315108,1.0
315216,1.0
316833,1.0
317039,1.0
317145,1.0
317449,1.0
317510,1.0
318169,1.0
319033,1.0
319318,1.0
319956,1.0
320067,1.0
320713,1.0
321386,1.0
322158,1.0
322576,1.0
323602,1.0
324026,1.0
324555,1.0
324836,1.0
326516,1.0
326730,1.0
327067,1.0
327616,1.0
328150,1.0
328746,1.0
329111,1.0
331248,1.0
331565,1.0
331648,1.0
332173,1.0
332431,1.0
333325,1.0
333485,1.0
333619,1.0
333907,1.0
334178,1.0
335139,1.0
335643,1.0
336256,1.0
336713,1.0
337104,1.0
337644,1.0
338416,1.0
339061,1.0
339142,1.0
339648,1.0
339749,1.0
340837,1.0
341060,1.0
341129,1.0
341131,1.0
341577,1.0
342421,1.0
342912,1.0
343149,1.0
343167,1.0
343225,1.0
344463,1.0
344687,1.0
345383,1.0
345992,1.0
346654,1.0
346965,1.0
347319,1.0
347680,1.0
348183,1.0
348898,1.0
349218,1.0
349288,1.0
349436,1.0
350910,1.0
351555,1.0
352737,1.0
353249,1.0
353935,1.0
354009,1.0
355585,1.0
356006,1.0
356947,1.0
357854,1.0
357961,1.0
358544,1.0
359176,1.0
359719,1.0
359964,1.0
360013,1.0
361176,1.0
361187,1.0
361235,1.0
361877,1.0
362548,1.0
362721,1.0
363153,1.0
363636,1.0
364657,1.0
364988,1.0
365872,1.0
366431,1.0
366456,1.0
367988,1.0
368619,1.0
370867,1.0
371424,1.0
371591,1.0
371608,1.0
371762,1.0
372214,1.0
373345,1.0
373733,1.0
374054,1.0
374885,1.0
375073,1.0
375277,1.0
375373,1.0
375498,1.0
375936,1.0
376120,1.0
376514,1.0
376627,1.0
376685,1.0
376831,1.0
376844,1.0
376999,1.0
377407,1.0
377891,1.0
378626,1.0
379028,1.0
379474,1.0
379683,1.0
379988,1.0
380357,1.0
380490,1.0
381068,1.0
381454,1.0
381787,1.0
382061,1.0
383967,1.0
384363,1.0
384657,1.0
384791,1.0
384936,1.0
385115,1.0
385402,1.0
385575,1.0
385715,1.0
386127,1.0
386134,1.0
386154,1.0
386643,1.0
387251,1.0
388529,1.0
388647,1.0
389113,1.0
390196,1.0
390787,1.0
390790,1.0
391279,1.0
391405,1.0
391497,1.0
392260,1.0
392493,1.0
392865,1.0
392977,1.0
393130,1.0
393274,1.0
393906,1.0
394094,1.0
394298,1.0
394350,1.0
394524,1.0
394853,1.0
395354,1.0
395593,1.0
397168,1.0
397407,1.0
397481,1.0
398238,1.0
398768,1.0
398896,1.0
399192,1.0
399291,1.0
399855,1.0
399874,1.0
400134,1.0
400179,1.0
400525,1.0
401163,1.0
403979,1.0
404936,1.0
405258,1.0
405777,1.0
405842,1.0
406234,1.0
406484,1.0
406855,1.0
406958,1.0
407375,1.0
407707,1.0
407716,1.0
409284,1.0
409667,1.0
409785,1.0
410005,1.0
410567,1.0
410785,1.0
411088,1.0
411750,1.0
411968,1.0
412275,1.0
412633,1.0
413289,1.0
413668,1.0
413979,1.0
414916,1.0
415253,1.0
415478,1.0
415686,1.0
416138,1.0
416772,1.0
417840,1.0
418039,1.0
418125,1.0
418470,1.0
420273,1.0
421696,1.0
421738,1.0
421964,1.0
422877,1.0
423167,1.0
423549,1.0
423813,1.0
424259,1.0
425111,1.0
425166,1.0
425252,1.0
425414,1.0
425666,1.0
425974,1.0
426867,1.0
428103,1.0
430632,1.0
433861,1.0
434229,1.0
434887,1.0
434931,1.0
435372,1.0
436696,1.0
436805,1.0
437122,1.0
437200,1.0
437806,1.0
437831,1.0
437945,1.0
438180,1.0
438274,1.0
438510,1.0
438612,1.0
438712,1.0
438974,1.0
439244,1.0
439254,1.0
440295,1.0
440518,1.0
440570,1.0
440673,1.0
440989,1.0
441017,1.0
441239,1.0
441935,1.0
442241,1.0
442388,1.0
443836,1.0
443977,1.0
444382,1.0
445045,1.0
445049,1.0
445301,1.0
445449,1.0
445593,1.0
445742,1.0
446641,1.0
446666,1.0
447189,1.0
447673,1.0
447882,1.0
448282,1.0
448314,1.0
448572,1.0
449380,1.0
450976,1.0
451316,1.0
451952,1.0
453669,1.0
454270,1.0
454801,1.0
454816,1.0
454849,1.0
454888,1.0
455333,1.0
455375,1.0
455714,1.0
455744,1.0
457059,1.0
457832,1.0
458642,1.0
459203,1.0
459286,1.0
459906,1.0
461242,1.0
462130,1.0
462162,1.0
462467,1.0
463273,1.0
464067,1.0
464590,1.0
465998,1.0
466090,1.0
466167,1.0
466596,1.0
466904,1.0
467829,1.0
467927,1.0
468476,1.0
469898,1.0
470435,1.0
470669,1.0
471564,1.0
471818,1.0
472756,1.0
472831,1.0
472841,1.0
473097,1.0
473234,1.0
473351,1.0
474814,1.0
475399,1.0
475424,1.0
477289,1.0
478316,1.0
478512,1.0
478529,1.0
479000,1.0
479140,1.0
479372,1.0
481115,1.0
481450,1.0
481489,1.0
481643,1.0
481806,1.0
482191,1.0
482206,1.0
482698,1.0
482743,1.0
483493,1.0
483680,1.0
483828,1.0
484404,1.0
484881,1.0
485188,1.0
485278,1.0
485293,1.0
485669,1.0
485727,1.0
485952,1.0
487186,1.0
487736,1.0
488024,1.0
489052,1.0
490105,1.0
490262,1.0
490325,1.0
491009,1.0
491191,1.0
491348,1.0
491908,1.0
492520,1.0
492981,1.0
493787,1.0
494512,1.0
494566,1.0
495043,1.0
495180,1.0
495477,1.0
495596,1.0
496679,1.0
497017,1.0
497104,1.0
497489,1.0
498211,1.0
499335,1.0
499547,1.0
500191,1.0
500412,1.0
500826,1.0
501959,1.0
501973,1.0
502285,1.0
502374,1.0
503126,1.0
503469,1.0
503514,1.0
503618,1.0
503895,1.0
504465,1.0
504818,1.0
504924,1.0
505880,1.0
507234,1.0
507623,1.0
507710,1.0
508192,1.0
508248,1.0
509039,1.0
509823,1.0
510082,1.0
510611,1.0
510778,1.0
511139,1.0
511244,1.0
512232,1.0
512381,1.0
512438,1.0
513078,1.0
513194,1.0
514381,1.0
514760,1.0
515253,1.0
515282,1.0
515497,1.0
515893,1.0
516511,1.0
516571,1.0
517002,1.0
517067,1.0
517133,1.0
517875,1.0
517876,1.0
518686,1.0
518836,1.0
519124,1.0
519528,1.0
520013,1.0
520135,1.0
520602,1.0
521013,1.0
522880,1.0
523286,1.0
523374,1.0
523715,1.0
523830,1.0
524625,1.0
524838,1.0
524901,1.0
525200,1.0
525330,1.0
525414,1.0
525729,1.0
525874,1.0
525936,1.0
525968,1.0
527191,1.0
527217,1.0
528386,1.0
530025,1.0
532198,1.0
533977,1.0
534735,1.0
534761,1.0
535521,1.0
536252,1.0
536494,1.0
536821,1.0
537065,1.0
537462,1.0
537547,1.0
537950,1.0
537982,1.0
538272,1.0
538508,1.0
538961,1.0
539340,1.0
539772,1.0
540143,1.0
541436,1.0
541526,1.0
541889,1.0
542686,1.0
543221,1.0
543345,1.0
543419,1.0
543722,1.0
544316,1.0
544346,1.0
544628,1.0
544732,1.0
545632,1.0
546055,1.0
546824,1.0
547470,1.0
548446,1.0
549509,1.0
550887,1.0
551571,1.0
551928,1.0
551932,1.0
552495,1.0
552707,1.0
552999,1.0
553076,1.0
553563,1.0
554642,1.0
554993,1.0
555162,1.0
555343,1.0
555726,1.0
555890,1.0
555962,1.0
556198,1.0
557006,1.0
557325,1.0
557408,1.0
557666,1.0
561367,1.0
561918,1.0
562501,1.0
562534,1.0
563530,1.0
563673,1.0
564263,1.0
565020,1.0
565276,1.0
566073,1.0
566205,1.0
566405,1.0
566781,1.0
567000,1.0
567280,1.0
567456,1.0
568997,1.0
569006,1.0
570678,1.0
571116,1.0
571711,1.0
572458,1.0
572492,1.0
573053,1.0
574311,1.0
574347,1.0
574765,1.0
574903,1.0
574934,1.0
575326,1.0
576689,1.0
577052,1.0
578097,1.0
578471,1.0
579274,1.0
579717,1.0
579799,1.0
579955,1.0
581336,1.0
581665,1.0
581731,1.0
582254,1.0
582281,1.0
582776,1.0
583035,1.0
583937,1.0
585330,1.0
586206,1.0
586419,1.0
587419,1.0
587685,1.0
587809,1.0
587896,1.0
588162,1.0
589622,1.0
589738,1.0
590110,1.0
590265,1.0
590949,1.0
591029,1.0
591531,1.0
592072,1.0
593082,1.0
593377,1.0
594379,1.0
594573,1.0
594701,1.0
595797,1.0
595808,1.0
596021,1.0
596390,1.0
596874,1.0
597090,1.0
597502,1.0
598082,1.0
598160,1.0
598316,1.0
598638,1.0
598883,1.0
599127,1.0
601553,1.0
602731,1.0
603115,1.0
603426,1.0
603514,1.0
604098,1.0
604372,1.0
604764,1.0
605225,1.0
605334,1.0
605591,1.0
605768,1.0
606431,1.0
606557,1.0
608053,1.0
608474,1.0
608635,1.0
609197,1.0
609249,1.0
609435,1.0
610133,1.0
610471,1.0
611482,1.0
611689,1.0
611801,1.0
612518,1.0
614278,1.0
614286,1.0
614739,1.0
614825,1.0
615282,1.0
616747,1.0
617320,1.0
617683,1.0
618050,1.0
618320,1.0
619094,1.0
619362,1.0
619620,1.0
620198,1.0
620477,1.0
620678,1.0
620967,1.0
621007,1.0
621606,1.0
621891,1.0
621944,1.0
622130,1.0
622243,1.0
622290,1.0
622991,1.0
623599,1.0
624335,1.0
624945,1.0
625089,1.0
626114,1.0
626477,1.0
626760,1.0
627730,1.0
627915,1.0
628203,1.0
629326,1.0
629432,1.0
629584,1.0
630686,1.0
631154,1.0
631477,1.0
631525,1.0
631541,1.0
632097,1.0
632575,1.0
632853,1.0
632986,1.0
633708,1.0
633796,1.0
634059,1.0
634460,1.0
634714,1.0
634729,1.0
635618,1.0
636427,1.0
636433,1.0
636614,1.0
637235,1.0
637713,1.0
638950,1.0
639057,1.0
639253,1.0
639838,1.0
640399,1.0
640799,1.0
640855,1.0
641395,1.0
641920,1.0
642049,1.0
642489,1.0
642532,1.0
642548,1.0
642819,1.0
642886,1.0
643544,1.0
643565,1.0
643761,1.0
643941,1.0
644007,1.0
644170,1.0
644445,1.0
644451,1.0
645042,1.0
645817,1.0
647449,1.0
647696,1.0
648888,1.0
648992,1.0
649782,1.0
649890,1.0
650152,1.0
650232,1.0
650476,1.0
650602,1.0
651603,1.0
652283,1.0
653052,1.0
653081,1.0
653121,1.0
653274,1.0
653308,1.0
655664,1.0
655899,1.0
656037,1.0
656299,1.0
656798,1.0
657037,1.0
657119,1.0
657257,1.0
657642,1.0
657767,1.0
657839,1.0
657846,1.0
658517,1.0
658598,1.0
659348,1.0
659669,1.0
660493,1.0
660867,1.0
660955,1.0
662017,1.0
662029,1.0
662105,1.0
662177,1.0
662186,1.0
662432,1.0
662695,1.0
663362,1.0
663493,1.0
663681,1.0
664690,1.0
664818,1.0
665032,1.0
665340,1.0
666022,1.0
666772,1.0
667058,1.0
667435,1.0
667659,1.0
667775,1.0
668414,1.0
668424,1.0
668452,1.0
669103,1.0
669104,1.0
669552,1.0
669924,1.0
670017,1.0
670246,1.0
671210,1.0
671551,1.0
671981,1.0
672785,1.0
673261,1.0
673272,1.0
674150,1.0
674425,1.0
675026,1.0
675061,1.0
675276,1.0
675612,1.0
676652,1.0
676816,1.0
676833,1.0
677398,1.0
677956,1.0
677984,1.0
678930,1.0
679139,1.0
679234,1.0
680070,1.0
680546,1.0
680719,1.0
680848,1.0
681585,1.0
682068,1.0
682257,1.0
682778,1.0
682790,1.0
683087,1.0
683483,1.0
685021,1.0
685506,1.0
686612,1.0
686699,1.0
687023,1.0
687052,1.0
687315,1.0
687492,1.0
687867,1.0
688431,1.0
689544,1.0
689678,1.0
689687,1.0
691149,1.0
691263,1.0
691280,1.0
691670,1.0
691705,1.0
691851,1.0
692347,1.0
692908,1.0
693072,1.0
693983,1.0
694025,1.0
694102,1.0
694866,1.0
696322,1.0
696465,1.0
698213,1.0
698481,1.0
698693,1.0
698770,1.0
698771,1.0
698923,1.0
699547,1.0
699603,1.0
700620,1.0
701476,1.0
701764,1.0
702270,1.0
702502,1.0
702921,1.0
704684,1.0
705426,1.0
705647,1.0
706477,1.0
707564,1.0
707686,1.0
708154,1.0
708631,1.0
709320,1.0
709682,1.0
710296,1.0
711255,1.0
711425,1.0
711819,1.0
711986,1.0
712063,1.0
712461,1.0
713554,1.0
714550,1.0
714874,1.0
715061,1.0
715134,1.0
715260,1.0
715528,1.0
715558,1.0
716784,1.0
716981,1.0
717751,1.0
719031,1.0
719112,1.0
719978,1.0
721352,1.0
721663,1.0
721885,1.0
721944,1.0
722749,1.0
723123,1.0
724277,1.0
724393,1.0
724578,1.0
725327,1.0
725382,1.0
725815,1.0
726051,1.0
726619,1.0
726786,1.0
726931,1.0
727023,1.0
727210,1.0
727243,1.0
727377,1.0
727548,1.0
727958,1.0
728682,1.0
729106,1.0
729367,1.0
729438,1.0
730018,1.0
730349,1.0
731083,1.0
731394,1.0
731453,1.0
731805,1.0
731929,1.0
732226,1.0
732762,1.0
733167,1.0
734522,1.0
734827,1.0
735071,1.0
735195,1.0
736166,1.0
736295,1.0
736757,1.0
737102,1.0
737204,1.0
737253,1.0
737426,1.0
737743,1.0
738273,1.0
739108,1.0
740716,1.0
740833,1.0
741655,1.0
742100,1.0
742281,1.0
742655,1.0
742917,1.0
743259,1.0
743480,1.0
744173,1.0
744194,1.0
744262,1.0
745304,1.0
746154,1.0
746427,1.0
746614,1.0
746814,1.0
747172,1.0
747782,1.0
748932,1.0
749495,1.0
749771,1.0
750083,1.0
750346,1.0
753379,1.0
753381,1.0
753427,1.0
753999,1.0
754146,1.0
754371,1.0
754453,1.0
755271,1.0
755798,1.0
756424,1.0
756860,1.0
757029,1.0
757405,1.0
757523,1.0
757835,1.0
757950,1.0
758179,1.0
758519,1.0
759144,1.0
759385,1.0
760028,1.0
761040,1.0
761736,1.0
762230,1.0
762634,1.0
762972,1.0
763463,1.0
763526,1.0
763580,1.0
763728,1.0
763971,1.0
764990,1.0
765546,1.0
765607,1.0
765769,1.0
765918,1.0
766469,1.0
766999,1.0
767151,1.0
767871,1.0
